transport_km_per_week,vehicle_type,electricity_kwh_per_month,diet_type,food_kg_per_week,shopping_spend_usd_per_month,gadgets_usage_hours_per_day,transport_co2,electricity_co2,food_co2,shopping_co2,gadgets_co2,total_co2_per_week
161,train,451,high_meat,9.81,54,6.86,6.601,53.55625,73.575,0.27,2.4010000000000002,136.40325
201,train,345,vegetarian,14.23,499,7.99,8.241,40.96875,42.69,2.495,2.7965,97.19125
269,train,344,mixed,12.75,899,5.95,11.029,40.85,63.75,4.495,2.0825000000000005,122.2065
270,car_petrol,575,high_meat,10.67,887,3.4,51.84,68.28125,80.025,4.4350000000000005,1.1900000000000002,205.77125
214,bus,471,high_meat,9.5,765,2.32,22.47,55.93125,71.25,3.825,0.8119999999999999,154.28825
251,car_petrol,72,mixed,6.53,535,1.75,48.192,8.549999999999999,32.65,2.6750000000000003,0.6125,92.67949999999999
189,bus,192,vegetarian,4.07,161,3.9,19.845,22.799999999999997,12.21,0.805,1.365,57.025
295,car_petrol,194,vegan,9.86,669,1.51,56.64,23.037499999999998,19.72,3.345,0.5285000000000001,103.27099999999999
212,bus,274,vegan,6.14,593,7.24,22.259999999999998,32.5375,12.28,2.965,2.5340000000000003,72.57650000000001
207,car_petrol,552,vegetarian,13.26,914,4.12,39.744,65.55,39.78,4.57,1.4420000000000002,151.086
236,train,153,high_meat,14.91,158,10.07,9.676,18.16875,111.825,0.79,3.5245000000000006,143.98424999999997
52,car_diesel,88,high_meat,11.78,187,1.82,8.892000000000001,10.45,88.35,0.935,0.6370000000000001,109.264
279,car_petrol,247,high_meat,3.18,59,3.49,53.568,29.331249999999997,23.85,0.295,1.2215,108.26575
216,bus,440,high_meat,5.75,914,9.03,22.68,52.25,43.125,4.57,3.1605,125.7855
251,train,228,vegetarian,3.42,816,7.59,10.291,27.075,10.26,4.08,2.6565,54.3625
187,car_petrol,497,high_meat,10.46,318,1.71,35.904,59.01875,78.45,1.59,0.5985,175.56125
40,car_petrol,549,mixed,11.95,877,10.65,7.68,65.19375,59.75,4.385,3.7275000000000005,140.73624999999998
156,train,64,high_meat,14.03,210,10.65,6.396,7.6,105.225,1.05,3.7275000000000005,123.99849999999999
14,car_petrol,338,vegan,7.7,405,4.63,2.688,40.137499999999996,15.4,2.025,1.6205,61.870999999999995
64,car_diesel,527,high_meat,13.72,663,4.74,10.944,62.58125,102.9,3.315,1.659,181.39925
8,car_petrol,280,vegetarian,13.41,108,11.88,1.536,33.25,40.230000000000004,0.54,4.158,79.71400000000001
128,car_diesel,469,vegan,6.12,75,7.89,21.888,55.693749999999994,12.24,0.375,2.7615000000000003,92.95824999999999
135,car_diesel,206,vegetarian,13.3,541,6.84,23.085,24.4625,39.900000000000006,2.705,2.394,92.54650000000001
62,train,599,vegetarian,6.88,313,10.22,2.5420000000000003,71.13125,20.64,1.565,3.577,99.45524999999999
138,car_petrol,490,vegan,5.86,997,4.14,26.496000000000002,58.1875,11.72,4.985,1.4489999999999998,102.8375
80,train,146,vegetarian,10.44,116,5.72,3.2800000000000002,17.3375,31.32,0.58,2.002,54.5195
162,car_petrol,460,vegetarian,6.27,926,3.95,31.104,54.625,18.81,4.63,1.3825,110.55149999999999
288,car_petrol,338,high_meat,10.19,867,9.68,55.296,40.137499999999996,76.425,4.335,3.388,179.5815
260,bus,303,mixed,9.93,703,7.31,27.3,35.981249999999996,49.65,3.515,2.5585,119.00475
230,car_petrol,245,vegetarian,9.32,18,8.25,44.160000000000004,29.09375,27.96,0.09,2.8875,104.19125000000001
40,train,571,vegetarian,6.95,431,3.78,1.6400000000000001,67.80624999999999,20.85,2.1550000000000002,1.323,93.77424999999998
27,car_diesel,566,vegetarian,9.13,684,3.42,4.617,67.21249999999999,27.39,3.42,1.197,103.8365
134,car_petrol,167,high_meat,9.75,739,6.37,25.728,19.83125,73.125,3.6950000000000003,2.2295,124.60875000000001
200,bus,208,mixed,9.09,349,9.11,21.0,24.7,45.45,1.745,3.1885000000000003,96.08350000000002
267,train,277,vegan,7.78,182,6.78,10.947000000000001,32.89375,15.56,0.91,2.373,62.683749999999996
32,car_petrol,265,high_meat,2.19,112,1.36,6.144,31.46875,16.425,0.56,0.47600000000000003,55.073750000000004
47,train,64,high_meat,9.63,182,10.55,1.927,7.6,72.22500000000001,0.91,3.692500000000001,86.3545
61,bus,206,mixed,4.19,480,1.71,6.404999999999999,24.4625,20.950000000000003,2.4,0.5985,54.816
215,bus,310,mixed,10.35,145,11.51,22.575,36.8125,51.75,0.725,4.0285,115.89099999999999
292,train,206,high_meat,11.87,830,1.28,11.972000000000001,24.4625,89.02499999999999,4.15,0.448,130.0575
98,car_petrol,96,vegan,8.51,627,8.64,18.816,11.399999999999999,17.02,3.1350000000000002,3.0240000000000005,53.394999999999996
171,car_diesel,373,high_meat,9.05,112,1.9,29.241000000000003,44.293749999999996,67.875,0.56,0.665,142.63475
213,bus,179,mixed,14.37,762,11.02,22.365,21.256249999999998,71.85,3.81,3.857,123.13825
34,car_petrol,460,vegan,13.01,475,6.11,6.5280000000000005,54.625,26.02,2.375,2.1385000000000005,91.6865
226,car_petrol,144,mixed,13.89,762,2.51,43.392,17.099999999999998,69.45,3.81,0.8785000000000001,134.6305
100,car_diesel,341,vegan,12.58,302,4.75,17.1,40.49375,25.16,1.51,1.6625,85.92625
130,bus,332,vegetarian,3.42,970,2.81,13.65,39.425,10.26,4.8500000000000005,0.9835,69.1685
256,bus,118,mixed,3.94,824,2.88,26.88,14.0125,19.7,4.12,1.008,65.7205
4,car_petrol,60,mixed,8.85,117,11.43,0.768,7.125,44.25,0.585,4.0005,56.728500000000004
217,car_petrol,303,high_meat,5.2,812,5.9,41.664,35.981249999999996,39.0,4.0600000000000005,2.0650000000000004,122.77025
254,car_diesel,599,mixed,8.2,160,9.68,43.434000000000005,71.13125,41.0,0.8,3.388,159.75325
282,car_diesel,183,mixed,7.13,400,8.04,48.222,21.73125,35.65,2.0,2.8139999999999996,110.41725
206,bus,72,vegetarian,9.14,197,8.44,21.63,8.549999999999999,27.42,0.985,2.9539999999999997,61.539
14,train,395,mixed,11.71,259,2.45,0.5740000000000001,46.90625,58.550000000000004,1.295,0.8575,108.18275
41,bus,351,vegetarian,11.3,659,3.58,4.305,41.68125,33.900000000000006,3.295,1.2530000000000001,84.43425
178,car_petrol,412,vegetarian,8.78,751,9.65,34.176,48.925,26.339999999999996,3.755,3.3775000000000004,116.5735
62,bus,445,vegetarian,12.69,46,11.68,6.51,52.84375,38.07,0.23,4.088,101.74175
230,train,267,vegetarian,7.6,986,3.89,9.43,31.706249999999997,22.799999999999997,4.93,1.3615,70.22775
240,car_diesel,190,vegan,13.66,398,3.99,41.040000000000006,22.5625,27.32,1.99,1.3965,94.30900000000001
51,train,259,high_meat,2.93,709,6.2,2.091,30.756249999999998,21.975,3.545,2.1700000000000004,60.53725
95,train,509,vegan,14.41,558,11.82,3.895,60.443749999999994,28.82,2.79,4.1370000000000005,100.08575
221,train,405,mixed,10.51,77,3.96,9.061,48.09375,52.55,0.385,1.3860000000000001,111.47574999999999
230,car_diesel,373,vegan,6.94,123,5.48,39.330000000000005,44.293749999999996,13.88,0.615,1.9180000000000001,100.03675
236,train,182,vegan,4.56,74,10.81,9.676,21.6125,9.12,0.37,3.7835000000000005,44.562
142,train,176,mixed,8.23,870,1.03,5.822,20.9,41.150000000000006,4.3500000000000005,0.36050000000000004,72.5825
170,train,155,mixed,4.53,136,1.44,6.970000000000001,18.40625,22.650000000000002,0.68,0.504,49.21025
28,car_petrol,427,mixed,4.16,601,7.64,5.376,50.70625,20.8,3.005,2.674,82.56125
35,train,100,vegan,10.03,399,10.98,1.435,11.875,20.06,1.995,3.8430000000000004,39.208
12,car_diesel,78,vegan,8.8,836,3.63,2.052,9.2625,17.6,4.18,1.2705,34.364999999999995
159,train,511,mixed,10.71,504,6.17,6.519,60.68125,53.550000000000004,2.52,2.1595,125.42974999999998
186,train,345,high_meat,14.08,499,5.96,7.626,40.96875,105.6,2.495,2.086,158.77575000000002
242,car_diesel,346,high_meat,8.92,572,6.2,41.382000000000005,41.0875,66.9,2.86,2.1700000000000004,154.39950000000002
85,train,456,vegetarian,9.55,137,7.85,3.4850000000000003,54.15,28.650000000000002,0.685,2.7475,89.7175
283,car_diesel,454,mixed,3.17,49,6.17,48.393,53.912499999999994,15.85,0.245,2.1595,120.55999999999999
65,train,395,vegetarian,11.33,770,5.92,2.665,46.90625,33.99,3.85,2.072,89.48325
169,car_diesel,469,high_meat,7.2,972,6.22,28.899,55.693749999999994,54.0,4.86,2.177,145.62975
44,train,231,vegetarian,14.7,618,7.5,1.804,27.43125,44.099999999999994,3.09,2.625,79.05024999999999
61,train,50,mixed,12.7,624,6.91,2.501,5.9375,63.5,3.12,2.4185000000000003,77.477
133,car_petrol,420,mixed,8.79,861,10.4,25.536,49.875,43.949999999999996,4.305,3.64,127.306
283,car_petrol,480,mixed,3.6,253,1.54,54.336,57.0,18.0,1.2650000000000001,0.5390000000000001,131.14
27,train,358,vegan,13.17,629,10.17,1.107,42.512499999999996,26.34,3.145,3.5595000000000003,76.66399999999999
107,train,186,vegetarian,12.4,709,10.28,4.3870000000000005,22.0875,37.2,3.545,3.598,70.8175
43,bus,251,high_meat,4.4,848,4.13,4.515,29.80625,33.0,4.24,1.4455,73.00674999999998
285,car_diesel,485,high_meat,5.84,876,6.09,48.73500000000001,57.59375,43.8,4.38,2.1315,156.64025
127,bus,362,high_meat,12.31,562,5.82,13.334999999999999,42.9875,92.325,2.81,2.0370000000000004,153.49450000000002
230,car_petrol,166,vegan,4.41,756,3.4,44.160000000000004,19.7125,8.82,3.7800000000000002,1.1900000000000002,77.6625
189,car_petrol,293,vegan,13.93,914,5.36,36.288000000000004,34.793749999999996,27.86,4.57,1.8760000000000001,105.38775000000001
224,car_petrol,586,mixed,7.52,425,1.49,43.008,69.58749999999999,37.599999999999994,2.125,0.5215,152.84199999999998
282,car_petrol,124,high_meat,3.13,546,4.06,54.144,14.725,23.474999999999998,2.73,1.4209999999999998,96.495
120,train,435,vegan,12.6,301,9.98,4.92,51.65625,25.2,1.5050000000000001,3.4930000000000003,86.77425
115,car_petrol,259,mixed,6.86,921,4.13,22.080000000000002,30.756249999999998,34.300000000000004,4.605,1.4455,93.18675
232,train,524,high_meat,8.84,580,10.0,9.512,62.224999999999994,66.3,2.9,3.5,144.43699999999998
258,train,467,vegetarian,3.46,348,6.85,10.578000000000001,55.45625,10.379999999999999,1.74,2.3975,80.55174999999998
197,car_petrol,396,mixed,2.03,831,10.68,37.824,47.025,10.149999999999999,4.155,3.7380000000000004,102.892
136,car_petrol,578,vegan,10.29,932,7.32,26.112000000000002,68.6375,20.58,4.66,2.5620000000000003,122.5515
164,car_diesel,228,vegan,8.7,979,1.33,28.044,27.075,17.4,4.8950000000000005,0.4655,77.87950000000001
224,bus,231,mixed,9.72,48,8.43,23.52,27.43125,48.6,0.24,2.9505,102.74175000000001
233,car_petrol,74,mixed,12.32,916,1.49,44.736000000000004,8.7875,61.6,4.58,0.5215,120.22500000000001
171,car_diesel,229,vegan,10.41,73,5.96,29.241000000000003,27.193749999999998,20.82,0.365,2.086,79.70575
151,car_diesel,550,vegetarian,4.27,703,11.22,25.821,65.3125,12.809999999999999,3.515,3.9270000000000005,111.38550000000001
159,bus,210,high_meat,6.69,260,2.82,16.695,24.9375,50.175000000000004,1.3,0.9869999999999999,94.0945
95,train,226,vegetarian,13.78,355,5.29,3.895,26.8375,41.339999999999996,1.7750000000000001,1.8515000000000001,75.699
232,car_petrol,334,mixed,12.01,581,9.03,44.544000000000004,39.6625,60.05,2.9050000000000002,3.1605,150.32200000000003
179,bus,112,vegetarian,9.24,601,10.7,18.794999999999998,13.299999999999999,27.72,3.005,3.745,66.565
112,car_petrol,205,vegan,5.32,259,8.38,21.504,24.34375,10.64,1.295,2.9330000000000003,60.71575000000001
51,car_diesel,518,mixed,5.93,637,3.84,8.721,61.512499999999996,29.65,3.185,1.344,104.4125
267,car_diesel,98,high_meat,11.52,742,8.42,45.657000000000004,11.6375,86.39999999999999,3.71,2.947,150.35150000000002
294,train,133,vegan,13.07,294,4.26,12.054,15.79375,26.14,1.47,1.4909999999999999,56.94875
112,car_diesel,410,vegan,10.73,930,8.9,19.152,48.6875,21.46,4.65,3.115,97.0645
100,car_diesel,197,high_meat,12.52,640,11.49,17.1,23.393749999999997,93.89999999999999,3.2,4.0215,141.61524999999997
112,bus,391,high_meat,11.97,791,8.94,11.76,46.43125,89.775,3.955,3.129,155.05025
80,car_petrol,525,vegetarian,3.95,312,10.49,15.36,62.34375,11.850000000000001,1.56,3.6715000000000004,94.78525
186,car_petrol,112,mixed,7.51,611,1.02,35.712,13.299999999999999,37.55,3.055,0.35700000000000004,89.974
112,bus,409,high_meat,3.99,837,8.89,11.76,48.568749999999994,29.925,4.1850000000000005,3.1115000000000004,97.55025
1,train,376,high_meat,5.06,808,10.13,0.041,44.65,37.949999999999996,4.04,3.5455000000000005,90.2265
129,car_petrol,190,mixed,13.3,181,1.45,24.768,22.5625,66.5,0.905,0.5075,115.243
219,car_diesel,264,high_meat,8.15,685,10.59,37.449000000000005,31.349999999999998,61.125,3.4250000000000003,3.7064999999999997,137.05550000000002
53,car_petrol,484,high_meat,8.96,827,3.82,10.176,57.474999999999994,67.2,4.135,1.337,140.32299999999998
223,car_diesel,367,vegetarian,4.32,363,8.32,38.133,43.58125,12.96,1.815,2.9120000000000004,99.40125
224,train,81,vegan,6.06,187,9.8,9.184000000000001,9.61875,12.12,0.935,3.43,35.28775
125,bus,334,vegan,4.99,568,8.29,13.125,39.6625,9.98,2.84,2.9015,68.509
129,car_petrol,354,vegan,4.68,542,2.02,24.768,42.0375,9.36,2.71,0.7070000000000001,79.58249999999998
52,bus,478,vegan,10.29,595,7.56,5.46,56.762499999999996,20.58,2.975,2.646,88.42349999999999
171,car_petrol,526,high_meat,5.34,663,7.05,32.832,62.4625,40.05,3.315,2.4675000000000002,141.12699999999998
217,car_diesel,335,mixed,10.22,984,10.9,37.107,39.78125,51.1,4.92,3.8150000000000004,136.72324999999998
159,bus,193,mixed,2.76,547,5.45,16.695,22.91875,13.799999999999999,2.735,1.9075000000000002,58.05624999999999
197,car_petrol,473,vegetarian,3.84,724,4.53,37.824,56.168749999999996,11.52,3.62,1.5855000000000001,110.71825
246,car_diesel,68,vegetarian,5.57,925,9.25,42.066,8.075,16.71,4.625,3.2375000000000003,74.7135
202,bus,67,high_meat,9.76,407,5.54,21.21,7.95625,73.2,2.035,1.939,106.34025
183,bus,420,mixed,10.79,875,8.11,19.215,49.875,53.949999999999996,4.375,2.8385,130.2535
122,car_petrol,224,mixed,7.76,617,8.11,23.424,26.599999999999998,38.8,3.085,2.8385,94.74749999999999
254,car_petrol,243,vegan,7.8,413,10.77,48.768,28.85625,15.6,2.065,3.7695,99.05874999999999
293,car_petrol,551,high_meat,11.42,341,7.59,56.256,65.43124999999999,85.65,1.705,2.6565,211.69875
279,car_diesel,162,high_meat,2.21,219,6.52,47.709,19.2375,16.575,1.095,2.282,86.8985
97,car_petrol,163,vegan,6.43,902,2.53,18.624,19.35625,12.86,4.51,0.8855,56.235749999999996
197,bus,271,high_meat,12.64,162,2.27,20.685,32.18125,94.80000000000001,0.81,0.7945,149.27075
239,bus,313,high_meat,9.84,950,2.7,25.095,37.168749999999996,73.8,4.75,0.9450000000000001,141.75875
143,car_petrol,104,vegetarian,6.38,219,2.89,27.456,12.35,19.14,1.095,1.0115,61.052499999999995
96,car_petrol,507,mixed,13.77,269,8.02,18.432000000000002,60.20625,68.85,1.345,2.8070000000000004,151.64024999999998
200,train,211,high_meat,12.04,631,9.15,8.200000000000001,25.05625,90.3,3.1550000000000002,3.2025,129.91375
123,bus,429,vegetarian,5.44,905,6.83,12.915,50.943749999999994,16.32,4.525,2.3905000000000003,87.09425
186,car_diesel,136,mixed,10.39,847,10.12,31.806,16.15,51.95,4.235,3.542,107.683
258,train,104,vegan,9.74,399,11.9,10.578000000000001,12.35,19.48,1.995,4.165000000000001,48.568
147,car_petrol,525,vegetarian,7.22,181,10.02,28.224,62.34375,21.66,0.905,3.507,116.63975
251,car_petrol,227,vegetarian,6.77,990,8.64,48.192,26.956249999999997,20.31,4.95,3.0240000000000005,103.43225
146,bus,440,mixed,6.47,617,6.86,15.33,52.25,32.35,3.085,2.4010000000000002,105.416
147,car_petrol,398,vegan,10.02,728,5.94,28.224,47.262499999999996,20.04,3.64,2.079,101.24549999999999
198,car_diesel,57,vegetarian,7.75,204,1.93,33.858000000000004,6.76875,23.25,1.02,0.6755,65.57225
127,bus,362,high_meat,12.81,581,5.39,13.334999999999999,42.9875,96.075,2.9050000000000002,1.8865,157.18900000000002
38,car_petrol,492,high_meat,10.7,555,11.01,7.296,58.425,80.25,2.775,3.8535,152.5995
128,bus,377,high_meat,2.91,840,9.89,13.44,44.76875,21.825000000000003,4.2,3.4615000000000005,87.69525
266,car_petrol,103,vegan,10.32,812,3.38,51.072,12.23125,20.64,4.0600000000000005,1.183,89.18625000000002
150,car_petrol,288,vegetarian,5.52,227,6.13,28.8,34.199999999999996,16.56,1.135,2.1455,82.8405
297,car_petrol,278,high_meat,9.71,695,9.98,57.024,33.012499999999996,72.825,3.475,3.4930000000000003,169.82949999999997
98,car_diesel,100,vegan,10.84,618,1.74,16.758000000000003,11.875,21.68,3.09,0.6090000000000001,54.01200000000001
262,car_diesel,313,high_meat,5.0,595,5.26,44.80200000000001,37.168749999999996,37.5,2.975,1.8410000000000002,124.28675
251,bus,467,mixed,7.94,849,10.37,26.355,55.45625,39.7,4.245,3.6294999999999997,129.38575
143,car_petrol,145,vegetarian,4.47,249,5.44,27.456,17.21875,13.41,1.245,1.9040000000000001,61.23375
111,car_petrol,137,vegetarian,2.68,874,1.85,21.312,16.26875,8.040000000000001,4.37,0.6475000000000001,50.63825
59,car_diesel,127,vegan,6.92,440,6.97,10.089,15.081249999999999,13.84,2.2,2.4395000000000002,43.649750000000004
1,car_petrol,337,vegan,6.72,532,10.48,0.192,40.01875,13.44,2.66,3.668,59.97875
253,car_diesel,169,vegetarian,14.94,195,7.49,43.263000000000005,20.068749999999998,44.82,0.975,2.6215,111.74824999999998
139,car_petrol,540,high_meat,7.8,689,3.49,26.688,64.125,58.5,3.4450000000000003,1.2215,153.97949999999997
36,bus,501,high_meat,6.34,928,5.23,3.78,59.49375,47.55,4.64,1.8305,117.29424999999999
159,car_petrol,549,mixed,9.55,986,5.95,30.528000000000002,65.19375,47.75,4.93,2.0825000000000005,150.48425
8,car_petrol,214,high_meat,3.15,518,7.37,1.536,25.412499999999998,23.625,2.59,2.5795000000000003,55.743
232,train,231,vegan,14.5,69,9.35,9.512,27.43125,29.0,0.34500000000000003,3.2725,69.56075
98,car_diesel,518,vegan,10.25,638,2.09,16.758000000000003,61.512499999999996,20.5,3.19,0.7314999999999999,102.692
146,car_petrol,56,high_meat,11.81,398,10.79,28.032,6.6499999999999995,88.575,1.99,3.7765,129.0235
207,car_petrol,379,vegan,4.22,977,1.14,39.744,45.00625,8.44,4.885,0.39899999999999997,98.47425
130,train,200,vegetarian,7.32,671,5.07,5.33,23.75,21.96,3.355,1.7745,56.1695
151,train,134,vegetarian,7.49,759,1.3,6.191,15.9125,22.47,3.795,0.455,48.823499999999996
53,car_diesel,196,high_meat,12.68,202,5.32,9.063,23.275,95.1,1.01,1.862,130.30999999999997
119,train,430,vegetarian,2.02,147,6.78,4.8790000000000004,51.0625,6.0600000000000005,0.735,2.373,65.1095
160,bus,597,vegetarian,5.91,471,6.63,16.8,70.89375,17.73,2.355,2.3205,110.09925
115,train,334,mixed,14.76,654,2.82,4.715,39.6625,73.8,3.27,0.9869999999999999,122.43449999999999
74,bus,131,mixed,8.17,943,8.1,7.77,15.556249999999999,40.85,4.715,2.835,71.72625
112,car_diesel,563,vegetarian,6.97,198,1.49,19.152,66.85625,20.91,0.99,0.5215,108.42975
103,car_diesel,572,high_meat,3.56,916,9.38,17.613000000000003,67.925,26.7,4.58,3.2830000000000004,120.101
253,car_diesel,435,mixed,14.66,425,11.41,43.263000000000005,51.65625,73.3,2.125,3.9935,174.33775
226,car_diesel,520,vegan,2.26,665,4.74,38.646,61.75,4.52,3.325,1.659,109.9
111,car_diesel,168,vegan,11.58,491,6.69,18.981,19.95,23.16,2.455,2.3415,66.88749999999999
98,bus,445,vegan,11.99,887,5.17,10.29,52.84375,23.98,4.4350000000000005,1.8095,93.35825
152,bus,581,high_meat,5.17,895,1.07,15.959999999999999,68.99374999999999,38.775,4.4750000000000005,0.37450000000000006,128.57825
193,car_diesel,310,vegetarian,10.73,141,5.24,33.003,36.8125,32.19,0.705,1.834,104.5445
162,train,305,vegan,3.21,312,9.71,6.642,36.21875,6.42,1.56,3.3985000000000003,54.239250000000006
207,car_petrol,275,high_meat,5.34,164,7.56,39.744,32.65625,40.05,0.8200000000000001,2.646,115.91624999999999
168,car_diesel,102,mixed,12.24,313,2.11,28.728,12.112499999999999,61.2,1.565,0.7384999999999999,104.34400000000001
160,train,549,vegetarian,13.24,20,10.32,6.5600000000000005,65.19375,39.72,0.1,3.612,115.18574999999998
67,car_petrol,555,mixed,9.91,81,6.84,12.864,65.90625,49.55,0.405,2.394,131.11925
